Number of products to send: 100
Start Cost: 6574.895562574726
Initial population
45,80,97,13,94,27,39,61,66,41,65,30,64,24,78,3,53,88,85,56,96,50,47,84,81,21,31,7,77,15,98,18,26,75,79,82,25,33,9,68,95,60,36,37,59,87,35,17,54,34,5,51,70,99,20,58,12,92,55,38,22,48,71,46,91,6,76,57,86,63,74,49,62,23,93,19,32,4,69,42,72,52,43,28,14,40,83,11,90,89,0,2,10,29,44,1,8,16,67,73,10,10,54,26,
10,0,66,76,64,68,16,36,80,69,88,17,99,52,77,92,71,22,58,65,57,13,67,78,43,70,1,81,55,91,61,54,47,42,24,3,29,60,4,95,27,6,38,12,26,20,62,45,63,33,8,50,85,19,49,51,2,97,84,59,5,82,93,46,86,39,34,96,21,98,31,73,23,25,9,32,83,11,30,75,87,94,14,72,40,41,74,15,35,28,56,7,48,90,37,89,44,53,18,79,10,10,53,27,
22,93,26,97,27,23,3,82,41,42,14,53,63,21,6,88,52,54,66,13,87,19,16,81,71,69,99,55,10,24,64,77,85,34,49,18,94,33,8,56,65,80,44,84,48,5,25,43,83,0,7,37,20,15,59,2,74,75,32,36,70,68,30,40,39,72,28,31,62,89,12,92,45,29,57,98,1,35,60,4,61,67,46,90,76,17,79,11,95,47,96,51,38,58,50,9,86,78,91,73,10,10,58,22,
47,28,39,73,92,2,91,0,43,99,94,82,32,67,42,29,15,87,54,66,19,38,53,72,40,25,7,55,10,3,11,97,63,90,51,57,56,24,76,20,33,18,78,45,70,48,52,60,12,80,58,8,5,41,44,22,23,88,49,62,98,96,81,4,34,86,84,17,61,21,46,89,64,30,59,6,71,83,14,13,36,35,27,26,93,85,16,77,69,1,74,65,31,50,79,75,37,9,95,68,10,10,51,29,
3,45,19,47,17,72,69,62,77,36,50,31,86,7,8,53,44,97,68,28,11,79,61,29,46,24,81,48,59,88,32,39,12,60,26,51,57,91,92,56,22,40,37,89,99,55,94,85,18,66,58,74,21,76,9,95,75,4,25,71,33,10,27,78,16,42,0,80,35,93,64,43,83,1,96,98,13,82,23,38,65,49,54,70,87,34,52,67,90,63,84,14,73,30,41,2,5,20,15,6,10,10,57,23,
77,44,45,91,15,58,33,8,66,50,53,82,25,79,26,97,2,75,86,29,47,30,67,96,99,65,28,90,38,24,95,13,0,43,41,37,40,49,19,64,22,55,12,63,72,31,51,27,61,32,69,56,42,11,6,4,98,80,83,52,60,54,87,74,59,71,92,85,94,70,17,62,10,46,20,89,76,88,93,5,34,7,68,48,36,73,57,16,35,18,81,14,21,3,9,78,23,39,1,84,10,10,53,27,
7,11,60,99,13,54,62,0,88,49,4,17,94,56,80,41,34,10,36,93,16,76,32,30,68,1,85,74,3,92,87,22,57,55,35,29,50,64,20,52,40,69,51,42,66,67,39,91,38,2,31,28,48,44,86,90,15,83,81,63,27,33,61,97,21,43,98,95,24,12,47,82,89,65,8,23,53,70,45,71,79,18,75,5,19,26,77,37,6,58,9,25,46,96,73,78,72,84,59,14,10,10,47,33,
31,48,30,16,19,92,76,12,43,18,26,88,72,77,11,35,52,46,83,24,45,4,6,9,10,56,84,69,91,13,54,79,67,75,37,68,59,57,81,34,97,25,33,14,41,80,99,21,39,78,85,50,96,22,66,74,29,53,49,87,2,32,5,93,86,51,28,71,90,73,20,89,63,47,65,62,61,82,94,3,64,95,36,23,0,44,40,70,15,17,8,60,38,7,98,58,27,1,55,42,10,10,52,28,
41,57,16,27,29,40,20,68,61,53,92,60,8,30,50,83,6,75,44,18,64,33,54,28,74,67,72,76,37,19,9,85,90,55,7,82,71,96,10,52,39,15,89,94,59,62,95,99,2,13,80,63,58,12,31,0,38,69,23,5,14,86,47,17,46,4,43,91,21,35,49,45,42,26,93,78,36,32,84,34,98,77,22,1,97,87,11,25,51,24,88,48,79,66,70,3,56,65,81,73,10,10,54,26,
31,96,6,2,71,93,87,47,39,64,8,81,41,32,10,3,72,7,92,17,11,51,30,43,75,28,9,33,1,5,77,69,15,76,16,40,66,4,19,73,59,80,82,36,42,60,55,97,14,88,45,21,34,44,99,63,79,98,50,83,89,35,57,68,53,48,95,49,23,74,62,56,12,54,29,52,65,38,70,37,85,86,25,58,0,13,27,24,61,46,67,18,78,22,94,26,84,90,20,91,10,10,60,20,
60,12,79,66,5,46,82,50,18,68,48,25,2,39,30,8,19,51,93,0,63,7,95,86,80,28,9,6,85,53,10,75,47,87,88,14,31,59,54,52,26,90,17,37,94,78,43,32,3,49,21,99,34,23,29,96,97,16,45,62,33,40,74,27,73,98,69,56,1,89,70,20,36,41,77,13,61,76,24,55,71,92,35,4,11,58,67,64,72,84,65,44,81,91,15,57,38,22,42,83,10,10,56,24,
37,36,12,65,41,66,51,8,94,39,96,53,17,2,42,45,78,63,40,19,48,71,22,90,81,82,31,57,73,98,95,21,62,97,1,93,84,83,79,30,5,34,64,59,58,77,32,92,72,29,16,99,26,86,68,76,14,27,9,46,54,60,35,49,0,85,11,13,4,43,10,47,61,69,80,55,88,44,28,15,24,18,74,89,23,67,91,20,52,3,7,87,50,25,33,75,6,38,56,70,10,10,59,21,
42,91,60,49,78,94,73,7,83,48,16,56,53,47,39,75,77,63,67,14,81,57,12,70,23,31,55,4,89,1,98,15,87,9,17,45,28,2,64,30,97,8,52,82,11,99,58,40,65,93,46,92,25,51,38,66,84,96,72,44,20,34,33,27,74,32,68,36,50,86,41,29,10,3,59,5,62,37,24,22,76,88,69,35,95,26,43,18,61,90,80,54,6,13,0,71,85,19,21,79,10,10,55,25,
10,13,67,14,17,18,4,47,11,8,29,52,57,75,31,55,80,76,54,26,68,53,90,99,35,37,71,39,27,72,65,28,43,24,48,61,94,78,44,58,5,34,62,85,81,33,89,22,46,87,70,21,1,60,96,2,83,19,30,86,32,20,77,88,50,56,79,69,84,73,25,64,93,82,42,49,23,45,51,0,36,40,59,63,66,91,92,97,7,95,9,12,6,38,41,3,16,15,74,98,10,10,52,28,
14,38,34,86,13,96,24,18,44,40,89,55,66,35,23,47,45,11,26,92,79,60,21,20,52,88,72,6,54,36,0,16,58,12,25,83,42,90,67,2,69,8,1,71,32,37,84,70,4,19,3,50,97,53,22,64,62,10,63,30,93,75,49,56,94,31,82,74,43,29,51,39,41,68,61,91,77,76,28,46,17,59,85,27,33,80,99,98,5,57,73,78,95,15,9,7,81,87,65,48,10,10,60,20,
15,51,45,37,21,22,60,40,54,42,8,34,76,92,70,16,84,89,59,66,26,4,71,23,19,86,9,65,77,73,96,18,2,25,38,95,53,1,68,74,63,33,82,39,27,44,48,83,6,97,81,0,79,36,52,78,80,13,20,3,55,69,67,88,47,35,99,61,41,94,17,62,58,29,31,7,11,75,85,57,5,50,91,14,24,10,49,87,98,12,56,30,64,72,90,28,46,93,43,32,10,10,54,26,
45,79,95,31,19,11,27,1,30,6,23,64,5,57,71,53,96,14,35,62,93,12,10,90,37,7,36,43,82,20,50,44,17,87,94,86,25,0,54,73,56,46,61,98,63,40,2,15,8,66,47,59,65,84,85,69,48,3,99,70,26,68,39,80,16,28,18,81,83,51,60,32,67,9,22,55,13,38,78,52,24,75,91,74,49,33,72,77,89,34,76,41,29,92,42,88,21,58,4,97,10,10,59,21,
55,60,12,34,1,47,58,26,49,50,71,90,7,52,14,65,73,29,21,33,66,27,85,79,74,84,88,31,8,77,13,10,86,44,37,18,17,4,19,64,2,6,69,32,35,39,36,63,75,76,67,54,82,53,3,93,24,99,91,20,48,95,30,81,38,61,59,23,41,72,56,89,28,46,80,25,0,83,16,70,9,15,92,11,40,62,43,97,87,68,22,51,96,78,42,94,57,5,98,45,10,10,56,24,
68,46,62,94,60,11,7,25,83,59,56,78,55,80,69,6,86,49,63,36,53,35,4,8,70,98,12,5,92,91,61,51,97,37,52,20,14,28,67,38,30,82,58,72,89,50,40,76,75,29,85,87,9,23,18,88,27,64,44,13,39,32,66,34,19,21,24,45,2,93,48,99,71,42,57,10,43,15,73,77,41,54,26,3,65,84,31,22,90,47,95,81,79,16,0,33,1,17,74,96,10,10,59,21,
52,19,3,50,53,1,94,96,10,40,49,0,15,31,66,72,29,43,67,98,65,95,55,99,18,14,64,33,60,2,85,47,36,51,25,20,27,61,32,48,69,76,35,87,58,71,86,30,56,82,84,63,68,78,89,46,45,16,73,34,12,88,6,8,81,79,97,11,39,54,24,38,62,44,57,90,92,5,28,59,17,21,41,74,93,26,9,42,37,22,4,83,13,70,23,77,7,91,75,80,10,10,57,23,
60,57,25,18,85,30,74,56,55,94,46,82,10,14,63,87,23,40,39,65,24,49,44,72,50,53,97,34,79,62,1,69,7,2,37,31,77,13,21,90,27,5,89,11,88,91,64,81,15,12,41,75,29,20,86,36,26,54,43,61,93,96,42,52,35,0,95,45,67,58,22,76,48,78,66,59,6,73,19,71,51,28,83,92,9,17,38,16,80,47,99,68,33,3,98,4,32,70,84,8,10,10,58,22,
54,77,23,60,20,44,55,28,15,59,26,32,1,92,11,8,39,56,4,57,50,63,22,85,97,58,42,30,2,61,88,41,87,24,10,95,35,67,70,81,37,36,3,99,17,91,78,34,73,21,79,16,75,18,94,9,90,68,51,12,93,74,27,69,40,76,7,6,25,83,45,19,96,52,65,53,89,38,72,47,29,14,31,33,82,80,0,66,84,48,5,71,46,86,64,98,43,13,62,49,10,10,61,19,
56,15,12,4,64,47,86,41,28,89,14,32,7,65,23,17,54,81,0,77,94,78,9,1,21,37,16,31,2,43,52,27,20,22,97,96,66,72,48,33,19,13,69,18,40,3,90,55,36,49,88,24,46,80,5,91,59,35,82,92,42,95,6,98,79,29,84,60,39,11,30,38,26,83,73,58,71,85,61,93,76,50,63,87,45,99,67,70,10,44,51,34,8,62,68,25,74,57,53,75,10,10,55,25,
99,41,53,59,52,55,24,7,81,85,45,27,89,95,86,73,96,35,65,32,49,21,72,26,43,37,12,76,98,92,54,39,20,70,33,66,46,5,77,8,62,19,74,69,63,22,87,91,1,4,40,79,17,0,25,71,64,82,58,97,84,78,75,3,93,60,10,28,94,11,34,23,67,14,18,9,51,50,13,68,48,83,38,57,88,44,36,90,61,29,16,2,80,6,15,42,30,47,56,31,10,10,51,29,
79,7,48,42,51,23,60,12,96,29,4,24,44,25,36,66,69,8,90,10,62,43,89,64,21,53,99,83,84,49,95,54,35,22,80,75,34,74,28,13,86,38,16,87,39,73,19,20,45,2,14,85,37,92,82,0,58,40,30,17,81,70,47,55,65,27,97,6,77,94,93,50,52,71,57,11,56,1,5,61,26,59,91,63,9,72,32,67,46,15,3,88,68,31,98,76,78,33,41,18,10,10,58,22,
61,60,29,35,41,73,77,80,21,54,46,28,31,12,65,52,11,63,34,23,83,91,88,89,6,22,81,18,33,36,32,9,67,37,94,7,82,4,2,8,70,79,17,87,68,16,13,44,40,86,59,24,19,85,27,58,98,3,0,72,55,97,75,53,48,25,93,78,15,95,57,66,96,39,92,20,76,26,49,14,74,42,43,64,90,47,10,30,5,84,71,62,99,50,56,51,45,38,1,69,10,10,61,19,
90,41,81,59,38,74,46,96,54,67,69,18,45,10,22,63,76,48,27,29,95,68,44,11,99,24,86,57,34,20,21,12,78,98,7,65,82,6,5,89,42,1,25,75,40,55,61,36,62,70,13,31,26,28,32,53,73,0,43,97,37,17,87,33,51,2,23,60,91,52,93,8,79,80,39,85,92,71,3,4,14,77,9,66,15,50,58,83,64,16,72,84,49,94,47,56,35,88,30,19,10,10,55,25,
93,44,16,56,0,18,53,50,32,23,13,37,40,10,27,69,86,61,77,47,21,90,70,3,78,85,59,42,28,98,45,99,68,58,46,9,75,73,65,35,87,43,6,4,33,24,14,96,97,34,12,19,8,20,74,22,83,71,79,76,95,1,11,57,52,5,88,31,30,67,84,55,26,36,7,15,2,39,48,81,92,94,49,29,25,54,64,41,63,51,72,60,82,62,91,66,17,89,38,80,10,10,49,31,
70,76,25,31,41,14,78,50,58,77,10,52,61,63,40,65,81,32,23,51,57,0,27,60,74,21,75,17,90,13,39,3,36,42,54,5,80,98,84,43,2,87,37,30,47,26,29,91,45,1,56,97,6,16,9,55,99,22,72,28,59,88,44,92,53,11,46,12,73,24,15,48,66,68,96,67,82,34,4,93,18,38,79,20,69,35,33,94,49,62,64,71,8,85,19,89,83,7,95,86,10,10,59,21,
37,76,89,27,44,71,41,68,96,30,32,22,65,60,19,1,64,70,17,72,88,16,58,53,39,57,78,36,86,73,62,8,12,74,14,2,92,18,52,5,84,80,45,59,24,7,99,54,85,6,40,51,11,9,61,48,49,0,3,23,94,42,47,26,90,10,20,38,98,95,13,35,97,15,81,33,29,56,87,25,28,21,79,43,83,31,50,4,66,67,63,77,82,91,75,55,93,69,46,34,10,10,63,17,
30,75,25,99,60,90,11,36,93,6,5,91,23,13,18,20,26,17,87,2,51,66,65,78,0,84,35,69,89,73,70,86,12,68,34,7,64,31,58,74,28,59,22,40,3,15,72,39,38,45,14,94,9,80,88,82,42,67,27,85,97,44,16,79,1,83,52,62,8,33,10,76,56,71,98,24,54,92,48,32,55,96,53,19,61,46,81,21,57,95,37,4,49,43,50,63,41,29,77,47,10,10,48,32,
74,51,96,15,57,66,79,4,18,27,26,34,70,46,62,41,0,5,6,17,76,2,73,11,52,47,81,30,55,22,54,25,13,80,93,28,9,40,1,32,59,56,37,71,83,58,86,98,50,10,67,75,23,99,36,14,65,87,97,84,49,44,92,91,77,82,45,64,69,21,48,43,89,95,16,90,38,61,78,39,60,42,8,24,72,63,88,85,53,68,29,12,31,20,19,35,7,94,3,33,10,10,62,18,
23,46,76,78,35,94,98,85,25,41,69,93,90,64,20,58,3,61,57,2,84,51,11,67,48,77,17,81,40,45,97,36,9,30,65,87,54,68,70,79,43,4,13,60,15,96,86,80,37,82,6,72,22,74,71,56,44,59,29,49,55,12,24,32,62,34,52,83,39,42,10,21,18,28,88,53,14,92,0,5,73,31,91,63,38,75,33,50,47,89,26,1,99,66,16,8,95,7,27,19,10,10,45,35,
29,42,46,7,72,4,66,56,92,11,15,53,65,50,33,73,97,45,2,78,26,25,81,27,17,94,39,96,20,57,34,67,12,0,64,43,14,84,69,76,19,70,83,28,63,77,48,60,21,80,71,24,5,47,88,13,49,52,58,74,98,37,82,18,40,79,23,87,91,99,38,85,16,86,30,36,10,55,51,68,93,3,32,41,75,62,31,54,61,6,90,22,59,9,44,95,35,8,1,89,10,10,52,28,
11,72,14,38,88,69,47,59,41,29,23,2,36,62,99,73,48,44,46,51,78,5,92,83,18,85,75,55,31,66,81,74,0,27,89,25,58,49,86,37,79,67,77,28,4,10,30,32,50,9,87,42,76,63,61,43,39,82,15,68,3,96,40,8,93,94,33,17,80,97,45,6,64,95,57,54,53,90,24,13,65,7,20,56,71,21,70,98,16,35,12,91,19,52,26,60,34,1,22,84,10,10,53,27,
94,24,91,96,65,72,58,26,25,2,39,43,93,36,16,32,20,46,10,78,66,17,13,42,34,86,11,90,99,98,37,33,59,19,28,44,68,81,89,64,9,92,29,54,30,80,15,97,52,79,73,82,41,67,12,7,53,21,84,49,23,77,4,45,61,56,48,70,74,40,1,87,31,0,62,71,3,76,22,75,47,69,95,27,38,85,5,83,6,88,14,8,63,18,60,50,57,55,51,35,10,10,50,30,
63,50,72,12,4,94,22,28,61,5,58,55,73,23,27,60,16,62,30,44,84,51,6,31,67,46,17,81,93,66,68,10,45,20,40,48,54,97,7,86,34,14,99,88,64,79,39,75,92,33,2,8,65,77,90,36,9,38,83,19,52,43,98,37,89,56,87,21,57,42,76,26,71,95,32,3,69,74,47,35,82,91,18,24,53,49,15,29,41,70,11,78,0,85,80,1,96,25,13,59,10,10,59,21,
33,68,87,38,22,8,63,78,2,93,62,99,21,5,11,74,48,88,10,89,25,6,41,16,86,51,43,73,52,35,98,0,45,49,9,3,59,70,69,84,76,67,30,96,81,92,12,54,24,42,20,27,19,80,94,40,39,77,28,64,83,71,17,15,34,23,13,75,53,57,36,56,47,90,91,85,29,26,7,44,4,79,95,1,58,18,46,50,61,82,65,72,60,97,55,14,31,32,66,37,10,10,59,21,
58,35,87,20,39,6,53,16,65,11,51,80,66,0,3,75,78,76,44,29,48,55,43,37,90,60,98,8,57,88,10,33,97,61,40,13,64,79,5,14,9,73,24,63,70,28,93,1,84,30,31,82,99,23,25,38,26,17,56,92,77,49,22,86,15,21,62,4,59,96,18,45,81,91,36,52,68,69,94,50,46,54,83,85,72,74,42,71,95,67,47,7,19,41,32,12,2,34,89,27,10,10,58,22,
47,98,71,23,69,4,99,92,50,33,37,6,17,61,25,81,45,62,52,76,74,66,26,10,75,64,15,27,46,77,78,85,73,20,63,41,91,88,93,43,40,72,3,24,97,59,90,8,29,53,79,42,31,49,34,32,22,36,82,58,86,9,83,51,12,18,7,48,38,28,94,11,2,55,65,39,16,54,80,56,14,95,19,13,5,30,44,35,57,0,70,21,84,60,96,1,68,67,89,87,10,10,55,25,
70,88,34,44,68,74,65,13,57,71,1,49,66,87,98,47,56,79,41,23,73,39,11,9,64,61,62,89,32,72,48,27,2,0,40,76,52,42,26,10,82,24,28,50,77,29,25,97,33,96,5,90,6,30,53,93,69,43,35,95,59,94,37,63,7,99,51,18,86,84,67,14,19,91,38,22,4,46,85,81,16,92,8,60,17,36,75,55,80,54,12,58,78,20,45,83,21,15,3,31,10,10,62,18,
69,27,79,45,77,68,93,70,94,58,42,99,14,12,48,61,81,66,39,23,74,71,18,46,80,91,59,28,19,83,40,82,31,65,73,0,49,5,60,57,9,97,32,64,89,15,37,53,90,51,33,30,63,38,98,95,76,1,78,24,10,35,3,43,2,44,7,13,29,54,72,92,8,55,16,67,11,34,36,6,85,84,20,87,22,47,41,26,86,4,96,88,56,25,17,50,62,75,21,52,10,10,61,19,
53,30,15,8,47,26,76,28,69,87,56,11,67,46,7,54,84,86,52,21,16,71,75,48,60,1,33,42,19,64,81,58,57,51,68,59,49,85,23,32,12,66,80,93,0,4,77,44,65,61,40,78,3,99,82,88,63,17,94,10,96,38,22,36,18,97,29,31,34,24,73,45,43,92,55,25,79,98,62,9,35,72,2,70,37,14,6,89,41,39,27,50,5,20,95,74,91,90,83,13,10,10,62,18,
93,56,6,65,94,91,82,99,36,3,27,14,83,74,41,9,34,28,86,77,39,45,21,51,46,17,18,43,95,26,90,98,19,8,24,68,72,61,63,15,97,29,81,96,89,5,49,52,40,38,47,25,35,80,59,55,50,67,12,10,30,73,85,22,0,57,66,33,60,23,2,71,16,69,87,64,88,20,53,37,92,76,13,31,48,54,79,75,42,32,1,84,62,70,7,4,11,58,44,78,10,10,62,18,
12,0,66,57,33,75,61,60,80,59,2,67,20,14,62,30,69,78,3,4,64,95,88,27,44,94,37,63,41,34,58,76,6,79,50,65,26,51,53,72,83,89,32,48,71,49,42,91,85,11,46,22,55,54,90,10,25,9,15,68,36,52,45,38,93,43,98,99,13,17,39,92,97,8,56,82,87,28,29,7,16,70,19,96,1,40,35,23,84,5,86,73,18,74,47,81,31,77,24,21,10,10,51,29,
24,1,84,14,67,49,27,86,52,82,54,29,92,40,9,61,50,58,34,55,85,13,37,79,23,76,93,36,22,41,16,95,88,42,25,6,44,81,43,12,38,96,59,74,72,18,20,19,46,2,87,57,73,47,66,15,30,97,60,75,3,80,10,5,83,71,56,99,53,64,26,31,51,77,90,70,0,7,62,32,89,4,63,45,48,21,39,33,11,94,91,69,8,78,35,98,68,65,28,17,10,10,49,31,
51,84,29,33,58,82,45,22,37,18,93,30,10,31,66,36,7,46,75,61,43,53,90,49,14,12,3,70,96,63,85,83,69,35,86,1,72,98,67,16,11,52,80,55,23,32,71,56,60,21,25,59,24,92,13,54,39,94,48,89,88,95,68,50,65,44,4,79,99,34,5,19,76,57,2,40,74,17,47,0,87,8,78,20,6,9,62,77,38,81,15,73,91,64,27,97,26,42,41,28,10,10,58,22,
91,28,17,31,60,68,3,62,15,99,95,70,11,26,8,33,42,1,54,19,25,76,66,46,63,86,57,32,73,12,80,78,51,69,92,65,4,90,81,55,16,64,20,22,30,97,88,67,94,39,87,72,40,71,49,10,96,77,75,93,34,38,52,29,47,50,2,98,48,89,84,43,56,23,61,27,36,14,9,79,83,44,18,53,41,24,45,0,35,7,58,59,74,13,82,21,6,37,5,85,10,10,58,22,
56,79,42,19,13,9,86,80,35,50,83,55,5,72,33,36,22,3,49,58,57,74,48,28,71,17,89,29,90,46,4,82,26,27,12,65,64,20,99,91,6,70,84,97,51,44,94,16,98,93,8,96,2,95,85,15,1,38,21,18,73,69,43,53,7,92,14,31,10,24,25,23,30,87,47,54,81,52,62,11,32,41,61,40,59,67,88,34,78,60,75,45,63,68,39,77,66,0,76,37,10,10,61,19,
34,93,91,20,43,89,79,51,7,2,87,45,4,32,59,1,58,6,23,60,27,10,9,11,80,29,31,35,15,77,18,56,69,50,73,46,57,96,78,52,71,53,26,94,95,92,14,67,81,49,40,30,90,36,65,55,25,19,62,66,61,74,76,16,21,83,22,24,70,64,3,39,33,86,44,99,98,48,37,38,54,0,41,63,85,72,84,28,5,82,75,88,47,13,97,42,8,68,17,12,10,10,50,30,
42,96,18,57,93,11,5,47,35,68,37,50,10,33,15,58,90,59,95,1,23,54,9,92,49,20,79,34,98,27,24,3,74,8,88,53,73,26,31,28,22,45,86,77,70,2,52,36,12,78,19,94,60,14,44,40,72,81,21,56,0,97,13,83,99,30,65,25,80,6,38,55,91,41,84,76,39,51,82,75,32,89,17,71,85,29,46,61,66,48,4,62,7,43,69,63,64,87,16,67,10,10,58,22,
